"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","direction"
"KDF1",652.451472597327,3.61759719023929,0.581831133537815,6.2176067620214,5.04794693519495e-10,3.68462734069712e-07,"Significant","Upregulated"
"NYNRIN",924.695133744315,3.98984850031874,0.645229230135931,6.18361399944356,6.26504524320896e-10,4.40969684475579e-07,"Significant","Upregulated"
"ZDHHC1",33.1603773447454,-3.41023537993224,0.554158434350536,-6.15389962245901,7.56005437657827e-10,5.02072440316493e-07,"Significant","Downregulated"
"KIAA1614",127.285624801096,2.82508519371607,0.459200924880054,6.15217661953532,7.64266958062452e-10,5.02072440316493e-07,"Significant","Upregulated"
"SND1",137.40305770982,2.99269378646035,0.491913889593976,6.08377573751884,1.17384766979628e-09,7.46264189559521e-07,"Significant","Upregulated"
"CTSH",18.2340746873335,-3.97018437831609,0.653454112710174,-6.07568963312499,1.23455987659878e-09,7.60334564000276e-07,"Significant","Downregulated"
"KLF13",103.380708992094,-3.00257703598747,0.496010644428413,-6.05345282347225,1.41773605891697e-09,8.46689159064717e-07,"Significant","Downregulated"
"PKHD1",99.670829207196,3.69012306108709,0.610318137622604,6.04622873483881,1.48275549580975e-09,8.59474862100545e-07,"Significant","Upregulated"
"REG3A",111.661134742067,-3.60777832868061,0.60009101603821,-6.01205189255972,1.83189658028136e-09,1.03151479440529e-06,"Significant","Downregulated"
"UNC13D",33.0776307859204,-4.12590556209688,0.692267552553337,-5.95998692540048,2.52258115594102e-09,1.34364944381853e-06,"Significant","Downregulated"
"TNKS",846.999309251126,3.5533742406877,0.595885649747843,5.96318142950977,2.47373488269046e-09,1.34364944381853e-06,"Significant","Upregulated"
"ASCC3",95.6120597274438,3.39449327752095,0.575892550610078,5.89431704564499,3.76234186852184e-09,1.9012367575597e-06,"Significant","Upregulated"
"TRBV7-6",17.9961240652564,-3.7231033075071,0.631502613157245,-5.89562613033882,3.73263257028874e-09,1.9012367575597e-06,"Significant","Downregulated"
"ALAS2",81.4437694871004,-3.22597235299409,0.549902941171289,-5.86643953226145,4.45252537909256e-09,2.1937592542789e-06,"Significant","Downregulated"
"PNKP",195.264601527098,3.07514944933978,0.52602284266326,5.84603785221619,5.0341953853877e-09,2.36223625369573e-06,"Significant","Upregulated"
"ARNT",61.4234462928364,-3.17656603870299,0.543095180107374,-5.84900429069351,4.94524334239914e-09,2.36223625369573e-06,"Significant","Downregulated"
"CUL1",553.155210491828,3.46023454021257,0.592666280376954,5.83841978999001,5.26982422094948e-09,2.41529524991796e-06,"Significant","Upregulated"
"MMP28",61.0682824437147,-2.95499140235727,0.506999987577051,-5.8283855518008,5.59661584956656e-09,2.48585918061271e-06,"Significant","Downregulated"
"GRP",122.669132061481,-3.41465903126824,0.586103660902925,-5.82603259295083,5.67605353803389e-09,2.48585918061271e-06,"Significant","Downregulated"
"ADORA1",98.1125671367845,-3.54823339589143,0.618893240517754,-5.73319138681019,9.85583136106999e-09,4.22258096660799e-06,"Significant","Downregulated"
"BATF3",43.3228090734228,-3.87430941234753,0.67939002650684,-5.70262921324843,1.17973419707002e-08,4.94685139486298e-06,"Significant","Downregulated"
"TRAV38-2DV8",82.0992479510793,-2.96203956904457,0.520535503048195,-5.69036992039778,1.26764449189989e-08,5.20473700965896e-06,"Significant","Downregulated"
"ITPRIPL1",128.169205861274,-3.02475406111677,0.532953174495507,-5.67545931962973,1.38317012207634e-08,5.5631666869144e-06,"Significant","Downregulated"
"TAOK3",230.615724767398,2.86977668836616,0.506463635062455,5.66630354025767,1.45910950513502e-08,5.75122602544021e-06,"Significant","Upregulated"
"MIR590",70.6321800969809,3.25589568028132,0.57579656849312,5.65459375487789,1.5621530981608e-08,6.03664965853982e-06,"Significant","Upregulated"
"SELPLG",75.4823387995546,-3.44851731715948,0.611616642645514,-5.63836409395779,1.7167323112962e-08,6.50641545981261e-06,"Significant","Downregulated"
"TRIM63",106.868350618013,-3.071026604925,0.547600286395719,-5.6081537596307,2.04496313661795e-08,7.46335805490123e-06,"Significant","Downregulated"
"TRAV24",30.3535701263463,-3.00231426448735,0.535076212661432,-5.61100305609559,2.01157212168212e-08,7.46335805490123e-06,"Significant","Downregulated"
"MIR125A",41.964749904022,-3.17551146348507,0.5672904674291,-5.59768169184325,2.17237135408378e-08,7.78419902659694e-06,"Significant","Downregulated"
"CENATAC",248.18818139112,2.8888296044076,0.517702929884606,5.58009127947473,2.40392396258531e-08,8.38883459418574e-06,"Significant","Upregulated"
"LRRC17",51.0451153170184,-3.79107532680387,0.679588841346341,-5.5784837774754,2.42624097761613e-08,8.38883459418574e-06,"Significant","Downregulated"
"TRIM40",39.4913350885852,-3.33067048905323,0.597883907117135,-5.57076457386685,2.53623850768026e-08,8.61796353609701e-06,"Significant","Downregulated"
"CYSLTR1",90.0839991351579,-2.91662355095199,0.525810244028355,-5.54691275812174,2.90757726616344e-08,8.97599098411055e-06,"Significant","Downregulated"
"CDK18",151.731277037705,2.85724492745061,0.514753427296105,5.55070598064619,2.84518255780609e-08,8.97599098411055e-06,"Significant","Upregulated"
"TUBB6",287.664183058104,3.46957754332954,0.624430712409041,5.55638515912194,2.7541878012969e-08,8.97599098411055e-06,"Significant","Upregulated"
"CEP135",495.116377337404,3.11070871628906,0.560884248661588,5.54607964782751,2.92145784903349e-08,8.97599098411055e-06,"Significant","Upregulated"
"SKAP1",25.4410013902664,-3.20964165499499,0.57839433413471,-5.54922734469155,2.8693485687239e-08,8.97599098411055e-06,"Significant","Downregulated"
"LOXL3",45.1330433143395,-2.96940709843002,0.535630378501357,-5.54376155202052,2.96041919001008e-08,8.97599098411055e-06,"Significant","Downregulated"
"TPD52L1",530.104551658229,2.92736480224217,0.526693868716353,5.55800053145991,2.72882554844812e-08,8.97599098411055e-06,"Significant","Upregulated"
"PRG3",63.3513949476126,-2.99594260309593,0.541702980197449,-5.53060018610921,3.19136963893791e-08,9.52962315821036e-06,"Significant","Downregulated"
"RBMS1",263.298356785319,3.80950144569897,0.691434056652907,5.50956582054982,3.59719868532846e-08,1.05811330881274e-05,"Significant","Upregulated"
"WNT3A",439.911230654566,3.3006331348761,0.601130997554292,5.4907052677449,4.00331921555758e-08,1.14344079855375e-05,"Significant","Upregulated"
"PPP1CB",35.5787817191509,3.14586108732358,0.572869437785286,5.49141022339311,3.98736996208571e-08,1.14344079855375e-05,"Significant","Upregulated"
"XRCC3",255.464520627006,2.77431592603994,0.505860786647261,5.48434668049192,4.15000224555882e-08,1.1684034893639e-05,"Significant","Upregulated"
"IFI6",43.3199116914131,-3.89473071943446,0.711197479103949,-5.4762999502494,4.34311258416905e-08,1.20555018040568e-05,"Significant","Downregulated"
"RNF39",30.1689305157626,-3.17652592366574,0.580339501748236,-5.47356489450857,4.41071256664733e-08,1.20731004532619e-05,"Significant","Downregulated"
"SYF2",292.222366934335,2.93268500655334,0.536342935850705,5.4679288390398,4.55324598338301e-08,1.22925166904812e-05,"Significant","Upregulated"
"DROSHA",41.4959788075667,-3.01318413521665,0.553198288884384,-5.44684283332336,5.12717289349648e-08,1.36549085655444e-05,"Significant","Downregulated"
"TRAV12-1",17.3852008790426,-4.30265815803677,0.791333439648332,-5.43722524849812,5.41167071606007e-08,1.42204275296149e-05,"Significant","Downregulated"
"RB1",194.015339180565,3.00472547022884,0.555235902505411,5.41161955966916,6.24572717951696e-08,1.59858170459637e-05,"Significant","Upregulated"
"SLC15A2",20.5777507408534,-3.20878654061069,0.592941298364251,-5.4116428548033,6.24491456428025e-08,1.59858170459637e-05,"Significant","Downregulated"
"PSTPIP1",93.0681364195381,-2.6025399040756,0.483155334914506,-5.38654903714583,7.18233402019617e-08,1.81473639576957e-05,"Significant","Downregulated"
"IFITM2",34.088200459311,-2.66531526055029,0.495610010041411,-5.37784791781665,7.53814479809591e-08,1.88052857823891e-05,"Significant","Downregulated"
"GPR32P1",118.53263528523,-3.42072827487651,0.637003979838254,-5.37002653538381,7.87250575367803e-08,1.91544868387021e-05,"Significant","Downregulated"
"SPRR2A",35.9780363706887,-3.04888181841493,0.567619942874413,-5.37134372512612,7.81520793789477e-08,1.91544868387021e-05,"Significant","Downregulated"
"CDKN2D",158.227760634703,2.47032233255984,0.460474423471206,5.3647329941536,8.10690516155933e-08,1.94842545029282e-05,"Significant","Upregulated"
"CNTROB",232.438924745749,3.15568278825703,0.589626888189274,5.35199946180886,8.69876576719021e-08,2.06548524987692e-05,"Significant","Upregulated"
"MICB",16.7682105431978,-3.02421484173127,0.568014723049234,-5.32418389702398,1.0140727734418e-07,2.37526872447835e-05,"Significant","Downregulated"
"CD72",38.2696747437026,-3.12955954423051,0.58800517164892,-5.32233336563079,1.0244461212739e-07,2.37526872447835e-05,"Significant","Downregulated"
"CENPN",596.759485349844,2.80561385666855,0.529433104248594,5.29927923689331,1.16260713357814e-07,2.6642629521579e-05,"Significant","Upregulated"
"CSF2RB",53.8669161815422,-2.81082916533641,0.53095156779694,-5.29394644599938,1.19704501906257e-07,2.71165094663047e-05,"Significant","Downregulated"
"HCRT",483.953483642994,2.91251691777023,0.550915422936341,5.28668611644001,1.24552086322204e-07,2.78940058777045e-05,"Significant","Upregulated"
"POLD2",777.533272523292,3.37285913954217,0.638915014367202,5.27904191276946,1.29861101179225e-07,2.87562087869681e-05,"Significant","Upregulated"
"IGHV3-23",12.3422146674429,-4.36272192561373,0.832769113085029,-5.238813324202,1.61612409191428e-07,3.53895262260517e-05,"Significant","Downregulated"
"PAF1",63.560676860247,3.74303632576116,0.715608226859247,5.23056637035752,1.68991489604713e-07,3.65987283201065e-05,"Significant","Upregulated"
"SENP1",33.8293021484589,-3.65324599953742,0.698857500206148,-5.22745480796843,1.71859386400298e-07,3.68152694258377e-05,"Significant","Downregulated"
"IHO1",381.481058241242,3.65216072473458,0.702511269371925,5.19872190520128,2.00663472190888e-07,4.25233947305164e-05,"Significant","Upregulated"
"GIT1",127.052648811142,2.82114901888246,0.54381021095385,5.18774558119115,2.12855128433779e-07,4.46271156507757e-05,"Significant","Upregulated"
"STAG3",279.747351153001,3.00330679967069,0.581830477557167,5.16182447554169,2.44554544185313e-07,5.07334837558332e-05,"Significant","Upregulated"
"CCNJ",429.959422723492,2.81967464443165,0.54707932022809,5.15405086643755,2.54918745765676e-07,5.23326941828119e-05,"Significant","Upregulated"
"CCNJL",106.651083004441,2.77693296852753,0.541632535694767,5.12696853590134,2.94444701513592e-07,5.86153149235341e-05,"Significant","Upregulated"
"CFP",72.2367958063836,-3.22190382396685,0.628269861291763,-5.12821642811643,2.925000662862e-07,5.86153149235341e-05,"Significant","Downregulated"
"TNFSF11",43.1102237781296,-2.8454454926559,0.554621542417699,-5.13042728245295,2.89085221535942e-07,5.86153149235341e-05,"Significant","Downregulated"
"KIFC1",124.427694833663,2.83992135684748,0.55464760702902,5.12022646606117,3.05168960066169e-07,6.01426986498406e-05,"Significant","Upregulated"
"IGLV3-9",81.3629178854834,-2.99662076639408,0.585599008243134,-5.11718893681923,3.10122929013588e-07,6.0513887970295e-05,"Significant","Downregulated"
"LOC127815980",134.339721776366,2.1979741545875,0.429689230451523,5.11526470486086,3.13301276977819e-07,6.05347212419497e-05,"Significant","Upregulated"
"SUPT16H",616.072367677709,3.02581090306167,0.592470567118758,5.10710754422195,3.27127585721217e-07,6.25925287319781e-05,"Significant","Upregulated"
"VEGFA",957.416345047742,2.97462870291556,0.587475941111408,5.06340514521846,4.1183333749866e-07,7.8042417455996e-05,"Significant","Upregulated"
"CHID1",16.2049830859252,-3.25347281802965,0.643111481354636,-5.05895620332669,4.21557666481311e-07,7.91243665810825e-05,"Significant","Downregulated"
"ABHD17A",23.9852831008511,-2.90476071135316,0.576049067730521,-5.04255778556701,4.59349973131619e-07,8.460625486428e-05,"Significant","Downregulated"
"AMBP",55.2629551434526,-2.62674736147486,0.520893327868843,-5.04277405936797,4.58830910448761e-07,8.460625486428e-05,"Significant","Downregulated"
"NUDCD1",68.3350734634174,-3.49055035457233,0.693365296786924,-5.03421554373668,4.79809564907391e-07,8.67530908733474e-05,"Significant","Downregulated"
"KIR2DL5B",195.480066615785,-3.13448662131857,0.62242833245742,-5.03589964959219,4.7560969161796e-07,8.67530908733474e-05,"Significant","Downregulated"
"CD320",101.570948200501,-2.54867926302023,0.5116905168408,-4.98089993685224,6.32892604892475e-07,0.00011339134052019,"Significant","Downregulated"
"CCL17",17.8671599292187,-2.88154328246844,0.57954741445668,-4.97205786893185,6.6245923201037e-07,0.000114524092495266,"Significant","Downregulated"
"DEFA1",41.9549271358165,-2.62744611640122,0.528329344625848,-4.97312167708936,6.58832794115292e-07,0.000114524092495266,"Significant","Downregulated"
"RAD54L",638.783502669498,2.94531329148029,0.591787280586212,4.97697971568893,6.45840867446542e-07,0.000114524092495266,"Significant","Upregulated"
"USP39",47.5933819476698,2.81507102211146,0.566130721450793,4.97247528785831,6.61033996639572e-07,0.000114524092495266,"Significant","Upregulated"
"PLA2G5",51.1991803280737,-2.68830226552873,0.54190620316809,-4.96082578463282,7.01941266528862e-07,0.000120294421571746,"Significant","Downregulated"
"CEBPA",143.361249201055,3.20381126012141,0.647742726218933,4.94611692333932,7.57084953201565e-07,0.000128626122911176,"Significant","Upregulated"
"IRAK2",37.032470690017,-2.96225020645211,0.600184699886437,-4.93556434712948,7.99193248521391e-07,0.000134619662750937,"Significant","Downregulated"
"TREM1",51.1832937645517,-2.97850105031849,0.604021215406143,-4.93111992484527,8.17595186583182e-07,0.000136552253704927,"Significant","Downregulated"
"TLR9",32.6515967164492,-3.41461442259584,0.693255211004982,-4.92547963346114,8.41536760586153e-07,0.000139369802333041,"Significant","Downregulated"
"S100A8",43.6466849665189,-2.66296552149899,0.541068615723322,-4.92167803512136,8.58052940909058e-07,0.000140920894661964,"Significant","Downregulated"
"TRAV9-2",19.6005994612553,-2.88712700232689,0.588105154017014,-4.90920200682915,9.14477425019001e-07,0.000148946455308053,"Significant","Downregulated"
"CLEC2B",31.7702790913527,-2.78486483729187,0.568628424423061,-4.89751253662255,9.70574438902316e-07,0.000156787549523663,"Significant","Downregulated"
"SMIM22",285.818092596754,3.26206045855193,0.666716925583916,4.89272183347527,9.94509209331765e-07,0.000159347865833418,"Significant","Upregulated"
"CD247",72.3635178503822,-2.48211487122098,0.508000912778801,-4.88604411681789,1.02882154523254e-06,0.00016351625010841,"Significant","Downregulated"
"H4C16",36.0753985370193,-3.22377706896281,0.660502343526515,-4.88079580724969,1.05658598904314e-06,0.000166585573376497,"Significant","Downregulated"
"RAB44",24.121940594439,-3.1258534089311,0.641921273530214,-4.86952767858997,1.11865314184378e-06,0.000174971556503629,"Significant","Downregulated"
"C14orf39",360.883509336935,2.90570591216323,0.59822307155488,4.85722809822568,1.19040436400401e-06,0.000184728261462922,"Significant","Upregulated"
"IGLV3-32",104.793927557369,-2.56661069409271,0.529241849749755,-4.84959890323545,1.23711374094785e-06,0.000190476856301564,"Significant","Downregulated"
"NLRP6",164.488063245634,-2.2453413184002,0.463829083462689,-4.840880829718,1.29264877070269e-06,0.000197484666457431,"Significant","Downregulated"
"MIR128-1",117.000500917995,-2.45492058340586,0.508068686700444,-4.83186751647476,1.35258254303044e-06,0.000205051513523414,"Significant","Downregulated"
"ZBED3",81.789390593591,2.93429121407313,0.608435246243167,4.82268447166917,1.41638933451323e-06,0.000211471219731717,"Significant","Upregulated"
"TRPM2",24.3089029242549,-3.06540746618755,0.635521642607022,-4.82345094277625,1.41095481875311e-06,0.000211471219731717,"Significant","Downregulated"
"RPS6KA2",304.671324016352,2.46414244372904,0.511755345293038,4.81507905367953,1.47141627686673e-06,0.000218035127702929,"Significant","Upregulated"
"CEP164",419.722730432924,2.80944651998975,0.584801070189198,4.80410632470426,1.55444215344176e-06,0.000228618999701718,"Significant","Upregulated"
"VPREB3",54.0313585417723,-2.88559003163317,0.604893671741029,-4.77040869567664,1.83852507999615e-06,0.000268397424270845,"Significant","Downregulated"
"CD209",33.4153258237547,-3.43253685425178,0.726960955280264,-4.72176233031448,2.33809809075885e-06,0.000338817920387319,"Significant","Downregulated"
"PRKCB",92.3625373334087,2.39264823327961,0.507533432991061,4.71426723394151,2.42582127425583e-06,0.000348964129000247,"Significant","Upregulated"
"IGHV2-70D",110.497666262242,-2.73107571986414,0.580290400322194,-4.70639479534345,2.5213600942564e-06,0.000360079454620326,"Significant","Downregulated"
"IER3",284.259557628563,2.90168082162371,0.618488737696166,4.69156614303487,2.71121590369757e-06,0.000384407503813465,"Significant","Upregulated"
"IGLV3-10",34.0585824788429,-2.67329670385087,0.57169676376227,-4.67607457886977,2.92418298529017e-06,0.000411641416243562,"Significant","Downregulated"
"IHH",8.88280014003558,-3.23978875578569,0.693624834591608,-4.67080847486266,3.00016572807847e-06,0.00041934231325511,"Significant","Downregulated"
"LRFN5",45.6535637421941,-3.45287105065579,0.741175582500264,-4.65864112658428,3.183035545105e-06,0.000441769468471333,"Significant","Downregulated"
"IGLV2-18",108.476409074578,-2.37969786647748,0.511195109915887,-4.65516555287283,3.23720487188673e-06,0.000446145689616389,"Significant","Downregulated"
"YTHDF1",50.3034260754006,-2.38766849489641,0.514781501700252,-4.63821735437322,3.51427106778107e-06,0.000480967043082149,"Significant","Downregulated"
"RNASE2",67.5956818348423,-2.77687454319275,0.599554241360661,-4.63156517230328,3.62911721593535e-06,0.000489881110216807,"Significant","Downregulated"
"IL17F",152.712410783011,-2.74131374243827,0.591784494216644,-4.63228382836728,3.61653876674196e-06,0.000489881110216807,"Significant","Downregulated"
"H4C5",25.2879065592435,-2.6461428220399,0.572150482973494,-4.6249070843876,3.74766361500648e-06,0.00050244186751393,"Significant","Downregulated"
"RHAG",48.764757816442,-2.49345354035171,0.539329483641265,-4.62324722823837,3.77779019121966e-06,0.000503058710057818,"Significant","Downregulated"
"BPGM",52.6963638027152,-3.07533966469057,0.666730395541981,-4.61256856632529,3.97723282367963e-06,0.000526062446235423,"Significant","Downregulated"
"CD7",67.9435825934127,-2.63075747884253,0.571210565982153,-4.60558266165673,4.11312555873562e-06,0.000540409856743744,"Significant","Downregulated"
"LOC129996954",59.9879121178312,-2.37193388321552,0.5154700945082,-4.60149659211275,4.19466021994157e-06,0.000546996408964264,"Significant","Downregulated"
"OIP5",234.17957010351,3.0139818886119,0.6551702868192,4.60030308035571,4.21876670197728e-06,0.000546996408964264,"Significant","Upregulated"
"HSF2BP",114.651757536218,2.24754266958846,0.489467573363713,4.59181116767945,4.39415868763644e-06,0.000566013590953849,"Significant","Upregulated"
"GBP5",76.1478284927083,-3.07393160322197,0.670905763130135,-4.58176359803564,4.61070945797034e-06,0.000590051051932983,"Significant","Downregulated"
"LOC130000170",32.189566452358,-2.33509241303726,0.510133899382109,-4.57741078541458,4.70766453668408e-06,0.000598571952832064,"Significant","Downregulated"
"CD200R1",12.0223494655121,-3.19424105010417,0.698887983559653,-4.57046211301975,4.86649900509154e-06,0.000614801040976564,"Significant","Downregulated"
"CCNI",385.164294152515,2.66006902780779,0.583861839563234,4.55599055728268,5.21392786747412e-06,0.000654497391160382,"Significant","Upregulated"
"DLL1",212.721778660328,2.59086647693061,0.570415600437031,4.54206805519622,5.57050508896503e-06,0.000694832368945081,"Significant","Upregulated"
"CDK10",305.286483791823,2.14446112552621,0.472308808774033,4.54037927239292,5.61531249278229e-06,0.000696016217658826,"Significant","Upregulated"
"LOC127814877",56.7115165660098,-2.08925028318308,0.461362663847769,-4.52843380467487,5.94224904108355e-06,0.000731936525635466,"Significant","Downregulated"
"APOBEC3D",108.030231176829,-2.96394184605513,0.655230246396261,-4.52351194462814,6.08218853716817e-06,0.00074452032105907,"Significant","Downregulated"
"NUDC",153.034621517922,2.23013483188164,0.493489463380812,4.5191133699256,6.20991377321555e-06,0.00075546284347242,"Significant","Upregulated"
"GALP",56.8899415175601,-2.12976393767393,0.472060418014419,-4.51163422392443,6.43300543936884e-06,0.000773330093981652,"Significant","Downregulated"
"DNM2",106.224063888415,2.70764565464097,0.600157315369989,4.51155986155354,6.43526158986152e-06,0.000773330093981652,"Significant","Upregulated"
"GZMA",69.7157139369565,-2.82740813114912,0.628334076937804,-4.49984846425731,6.80019211763791e-06,0.000812231431844897,"Significant","Downregulated"
"SOCS1",14.7258922418031,-2.85504920720137,0.636226097560199,-4.48747578596652,7.2072000413759e-06,0.000855659629008652,"Significant","Downregulated"
"IGHV1-58",128.84212959645,-2.73100623570653,0.608870676732602,-4.48536337857817,7.2789775134271e-06,0.000859006519967792,"Significant","Downregulated"
"MPIG6B",29.937625386402,-2.97764402498347,0.664092792918505,-4.48377705154357,7.33332821408684e-06,0.000860269240733473,"Significant","Downregulated"
"GOLPH3",19.8073393475926,-2.92945029724117,0.654103893477499,-4.47857034096975,7.51446096612731e-06,0.000871847532789978,"Significant","Downregulated"
"RAET1G",28.9960730162469,-2.52996084678363,0.564925322945653,-4.47839872638708,7.52050337803411e-06,0.000871847532789978,"Significant","Downregulated"
"VEGFB",912.273962795281,2.38394197943942,0.53312498823264,4.47163804372107,7.76227281602191e-06,0.000894613290398595,"Significant","Upregulated"
"PIP5K1C",45.9684126181794,-2.36163545488377,0.528787051332792,-4.46613707527698,7.96445906002936e-06,0.000907303810144847,"Significant","Downregulated"
"HORMAD2",472.165960986852,2.79800976282891,0.626396685463387,4.46683360203134,7.93858282776361e-06,0.000907303810144847,"Significant","Upregulated"
"PSMB10",98.1838463360626,-2.17852616873718,0.489663339650798,-4.44902853109401,8.6259558321452e-06,0.000977013434137457,"Significant","Downregulated"
"MCRS1",77.6103394053538,2.20814503928286,0.496779550985443,4.4449193508522,8.792484479895e-06,0.000990184480741547,"Significant","Upregulated"
"HRH2",39.7854160155835,-3.25471081511553,0.734214291415503,-4.43291672903932,9.29667786880249e-06,0.0010410166331725,"Significant","Downregulated"
"PHLPP1",11.332260069493,-2.94313015677354,0.665844619375064,-4.42014558822424,9.86344273407806e-06,0.00109824140905769,"Significant","Downregulated"
"RPL30",91.3576452743433,-2.34093025139233,0.533373818244635,-4.38891106259485,1.13919642173193e-05,0.00126130803817376,"Significant","Downregulated"
"CREB3",87.4574623038167,2.39665089159846,0.54859111504466,4.36873807444613,1.24966536658106e-05,0.00137588854997651,"Significant","Upregulated"
"STX7",42.6766587050433,-2.86128654612078,0.656031992257529,-4.36150459107118,1.29171085385705e-05,0.00141427986154526,"Significant","Downregulated"
"MARCO",101.702557463093,-2.81402744560194,0.645589316866148,-4.35885069979463,1.30747269367394e-05,0.0014236282788357,"Significant","Downregulated"
"LOC111365172",36.6195160380583,-2.11164913934991,0.485163380022231,-4.35244955885407,1.34624851988207e-05,0.00145779482581515,"Significant","Downregulated"
"CDK20",380.451836450627,2.31013466726073,0.53154378957965,4.34608533209955,1.38588672514727e-05,0.00149251669831707,"Significant","Upregulated"
"TAFA3",8.49710131010004,-3.07426529991487,0.710003773384366,-4.3299281146927,1.49158024664294e-05,0.00159761214678473,"Significant","Downregulated"
"FCER1A",24.7501307189553,-2.42310027776176,0.560436642922038,-4.32359359146835,1.53507970778727e-05,0.00162689301752117,"Significant","Downregulated"
"TNIP1",113.768936544387,-2.34831229365041,0.54314527848843,-4.32354360178873,1.53542775146609e-05,0.00162689301752117,"Significant","Downregulated"
"SLF2",43.4801013555466,2.41008647028845,0.559515054939706,4.3074559817665,1.65142946450664e-05,0.00174044769446507,"Significant","Upregulated"
"ITGB7",41.1761106716285,-2.52012161655159,0.585328039193097,-4.30548589475689,1.66619607652855e-05,0.00174666980192684,"Significant","Downregulated"
"FBXW11",315.076183780228,2.60770304157975,0.608115532872463,4.28817042258752,1.80150853225079e-05,0.0018785254049523,"Significant","Upregulated"
"IFNA17",30.2694908029461,-2.42330707863451,0.567967284506292,-4.26663144998041,1.98446587222763e-05,0.00205841333736117,"Significant","Downregulated"
"LOC127270633",141.103182221101,-2.59019166694846,0.609472672471793,-4.24988975542351,2.13875754568398e-05,0.00220683946127434,"Significant","Downregulated"
